name,FID,cx,cy,county,st,year,total,noncitizen,citizen,rate
Lake,26085,663.5620055314637,175.21186563324216,"Lake County, Michigan",NA,2023,12393,67,12326,0.540627774
Mason,26105,656.2340538222279,175.8534447974556,"Mason County, Michigan",NA,2023,29177,220,28957,0.754018576
Mecosta,26107,672.1751809242413,182.26176771415754,"Mecosta County, Michigan",NA,2023,40321,253,40068,0.627464597
Muskegon,26121,658.5167293684387,191.03560395596082,"Muskegon County, Michigan",NA,2023,175378,1713,173665,0.976747369
Freeborn,27047,541.3386027177946,190.70047793446383,"Freeborn County, Minnesota",NA,2023,30752,446,30306,1.450312175
Fayette,17051,619.6336199485269,293.80413842148755,"Fayette County, Illinois",NA,2023,21380,108,21272,0.505144995
Effingham,17049,626.8690738235463,291.6644947154002,"Effingham County, Illinois",NA,2023,34505,436,34069,1.263584988
Benton,27009,529.7628217710621,145.1116803058184,"Benton County, Minnesota",NA,2023,41458,561,40897,1.353176709
Donley,48129,409.3032866018199,388.31783328207445,"Donley County, Texas",NA,2023,3276,57,3219,1.73992674
Douglas,27041,506.65934440513763,139.91895661558502,"Douglas County, Minnesota",NA,2023,39354,161,39193,0.409107079
Kingfisher,40073,462.68338977918654,367.7767364038949,"Kingfisher County, Oklahoma",NA,2023,15288,977,14311,6.390633176
Gibson,47053,626.3866754395215,362.2962200172143,"Gibson County, Tennessee",NA,2023,50610,584,50026,1.15392215
Benton,47005,641.4810907080573,359.0662461913713,"Benton County, Tennessee",NA,2023,15948,35,15913,0.219463256
Bamberg,45009,778.6232022244594,408.79423870218517,"Bamberg County, South Carolina",NA,2023,13164,222,12942,1.686417502
Atascosa,48013,447.61993380935326,528.4127167756665,"Atascosa County, Texas",NA,2023,50058,2925,47133,5.843221863
Hutchinson,46067,469.19640050507473,198.78239084877396,"Hutchinson County, South Dakota",NA,2023,7393,36,7357,0.486947112
Butte,46019,377.6637286989097,158.4389022311325,"Butte County, South Dakota",NA,2023,10538,26,10512,0.246726134
Hoonah-Angoon,02105,166.42120332786257,556.3317576264634,"Hoonah-Angoon Census Area, Alaska",NA,2023,2313,33,2280,1.426718547
Hand,46059,449.6221089964995,170.6674333052999,"Hand County, South Dakota",NA,2023,3045,32,3013,1.05090312
Kingsbury,46077,473.89819297352375,175.27294772197752,"Kingsbury County, South Dakota",NA,2023,5210,16,5194,0.307101727
Lewis,47101,652.9970219586307,370.7079533946919,"Lewis County, Tennessee",NA,2023,12784,111,12673,0.868272841
Lincoln,55069,597.8411691142106,150.167108308855,"Lincoln County, Wisconsin",NA,2023,28403,198,28205,0.69710946
Madison,47113,629.1298556757072,370.842858282913,"Madison County, Tennessee",NA,2023,98845,2117,96728,2.141737063
Charlottesville,51540,806.2897735117828,291.61992192305615,"Charlottesville city, Virginia",NA,2023,45863,2698,43165,5.882737719
Golden Valley,30037,292.60986067230516,115.49070530298872,"Golden Valley County, Montana",NA,2023,840,0,840,0
Converse,56009,341.53308016647895,198.80330445654744,"Converse County, Wyoming",NA,2023,13759,157,13602,1.141071299
Washington,47179,741.8838931114022,342.7615040356293,"Washington County, Tennessee",NA,2023,134693,2584,132109,1.918436741
Taylor,55119,585.8073272463165,153.95378427797112,"Taylor County, Wisconsin",NA,2023,19972,220,19752,1.101542159
Park,56029,281.1751997462766,157.8579487580164,"Park County, Wyoming",NA,2023,30109,212,29897,0.704108406
Murray,27101,501.87041277342155,183.3604286573842,"Murray County, Minnesota",NA,2023,8119,158,7961,1.94605247
Waukesha,55133,624.8589309186689,201.12045656847,"Waukesha County, Wisconsin",NA,2023,409040,9023,400017,2.205896734
Pipestone,27117,493.81919125963316,183.34390887367815,"Pipestone County, Minnesota",NA,2023,9352,373,8979,3.988451668
King George,51099,828.5083432864052,281.78369165520746,"King George County, Virginia",NA,2023,27468,399,27069,1.452599388
Beaverhead,30001,228.09785982066342,133.79889533188373,"Beaverhead County, Montana",NA,2023,9590,61,9529,0.636079249
Wheatland,30107,281.6676215397797,112.34037789292665,"Wheatland County, Montana",NA,2023,2049,2,2047,0.09760859
Christian,29043,549.007121840022,344.3120341966447,"Christian County, Missouri",NA,2023,91229,1231,89998,1.349351632
Cooper,29053,553.8591238243362,301.1475655631054,"Cooper County, Missouri",NA,2023,16835,42,16793,0.249480249
Cloud,20029,469.4008326835782,286.9074980115721,"Cloud County, Kansas",NA,2023,8973,179,8794,1.994873509
Richmond,51159,838.9252017757851,288.9328014178768,"Richmond County, Virginia",NA,2023,9047,261,8786,2.884934232
Crockett,47033,623.3622592053906,367.1254311859785,"Crockett County, Tennessee",NA,2023,13937,530,13407,3.802827007
Hendricks,18063,661.795764412889,272.3146603716376,"Hendricks County, Indiana",NA,2023,179379,4092,175287,2.281203485
Ness,20135,429.16854463675224,308.6548147519028,"Ness County, Kansas",NA,2023,2659,173,2486,6.50620534
Kendall,17093,625.392924048444,233.77463319716585,"Kendall County, Illinois",NA,2023,135053,6867,128186,5.084670463
Starke,18149,656.4532023124102,238.3060073616657,"Starke County, Indiana",NA,2023,23300,241,23059,1.034334764
Shelby,18145,674.6798039240692,276.6746230427782,"Shelby County, Indiana",NA,2023,45104,972,44132,2.15501951
Laclede,29105,558.0998156281389,328.05748871200313,"Laclede County, Missouri",NA,2023,36245,239,36006,0.659401297
Livingston,29117,540.273259540859,279.8012029654799,"Livingston County, Missouri",NA,2023,14330,69,14261,0.481507327
Otsego,26137,680.2806537297994,150.00830556678335,"Otsego County, Michigan",NA,2023,25352,194,25158,0.765225623
Hitchcock,31087,411.4490756275436,268.918216495204,"Hitchcock County, Nebraska",NA,2023,2601,7,2594,0.269127259
Roscommon,26143,681.8623238716534,165.22479003716683,"Roscommon County, Michigan",NA,2023,23639,158,23481,0.668386988
Barton,29011,527.4768208220169,332.2257714609229,"Barton County, Missouri",NA,2023,11685,10,11675,0.085579803
Briscoe,48045,401.49764779848454,397.88045931117495,"Briscoe County, Texas",NA,2023,1223,60,1163,4.905968929
Washtenaw,26161,700.3279587335967,210.74971895432927,"Washtenaw County, Michigan",NA,2023,368394,23642,344752,6.41758552
Barry,26015,675.1199060174283,205.94047583896736,"Barry County, Michigan",NA,2023,62982,679,62303,1.078085802
Luna,35029,273.91403027798975,440.5474867830231,"Luna County, New Mexico",NA,2023,25420,2461,22959,9.681353265
Scott,51169,739.5226420449451,332.8635426541815,"Scott County, Virginia",NA,2023,21504,63,21441,0.29296875
Coos,33007,891.1555184943687,116.8491622759463,"Coos County, New Hampshire",NA,2023,31386,413,30973,1.315873319
Towner,38095,448.87199010973904,77.04026335864265,"Towner County, North Dakota",NA,2023,2113,32,2081,1.514434453
Newton,29145,527.8601164947503,345.8951113610586,"Newton County, Missouri",NA,2023,59490,1815,57675,3.05093293
Petersburg,02195,185.6938787809064,561.8693250446807,"Petersburg Borough, Alaska",NA,2023,3394,176,3218,5.185621685
Stanton,31167,478.0092147324669,231.27531340332683,"Stanton County, Nebraska",NA,2023,5835,44,5791,0.754070266
Wayne,31179,478.79230492339,224.69958256824475,"Wayne County, Nebraska",NA,2023,9786,371,9415,3.791130186
Menominee,26109,632.0126321951417,141.98929291401868,"Menominee County, Michigan",NA,2023,23295,162,23133,0.695428203
Goliad,48175,469.69254350567286,533.941872032982,"Goliad County, Texas",NA,2023,7096,211,6885,2.973506201
Ransom,38073,472.0426059898216,127.88068409920444,"Ransom County, North Dakota",NA,2023,5662,50,5612,0.883080184
Gray,48179,409.8297748957574,378.3629642906918,"Gray County, Texas",NA,2023,21131,1486,19645,7.032322181
Venango,42121,770.5931589750791,219.4645109016854,"Venango County, Pennsylvania",NA,2023,50096,176,49920,0.351325455
Hall,48191,411.2568876814609,398.37180788301873,"Hall County, Texas",NA,2023,2827,199,2628,7.039264238
Stone,29209,544.0579034382008,349.17697596622475,"Stone County, Missouri",NA,2023,31697,210,31487,0.662523267
Greene,39057,706.4445745177804,269.10018369008776,"Greene County, Ohio",NA,2023,168531,2980,165551,1.768220683
Daviess,29061,532.7398692959594,275.783106478517,"Daviess County, Missouri",NA,2023,8449,37,8412,0.437921648
Scotland,29199,563.9449107607381,263.5780636465838,"Scotland County, Missouri",NA,2023,4698,47,4651,1.000425713
Brown,48049,440.8710926817981,462.5273194075877,"Brown County, Texas",NA,2023,38294,845,37449,2.206612002
Gaines,48165,372.241491794878,437.01259095402764,"Gaines County, Texas",NA,2023,21904,3812,18092,17.40321402
Bell,48027,469.48803085688206,479.72073156388376,"Bell County, Texas",NA,2023,379811,15066,364745,3.966709758
Pend Oreille,53051,177.81632748370387,45.232831739349606,"Pend Oreille County, Washington",NA,2023,13811,99,13712,0.716819926
Tift,13277,738.093695644927,455.0940866380406,"Tift County, Georgia",NA,2023,41322,1728,39594,4.181791782
Sutton,48435,409.5214777150187,490.37496051478274,"Sutton County, Texas",NA,2023,3306,246,3060,7.441016334
Botetourt,51023,785.0447148363245,306.56820183309594,"Botetourt County, Virginia",NA,2023,33875,133,33742,0.392619926
San Augustine,48405,533.3140093255097,472.6166650830671,"San Augustine County, Texas",NA,2023,7889,293,7596,3.714032197
Carlton,27017,549.989600994397,124.12464937596015,"Carlton County, Minnesota",NA,2023,36457,278,36179,0.762542173
Dixie,12029,750.4285182714856,495.4851761353423,"Dixie County, Florida",NA,2023,16952,242,16710,1.42756017
Morgan,13211,731.8253231509091,406.83679888158133,"Morgan County, Georgia",NA,2023,20614,258,20356,1.251576598
Northwest Arctic,02188,80.80815967351215,495.9076354686528,"Northwest Arctic Borough, Alaska",NA,2023,7611,160,7451,2.10222047
Billings,38007,383.50242604897926,108.26443972760578,"Billings County, North Dakota",NA,2023,948,11,937,1.160337553
Aitkin,27001,538.3570120394663,124.194439245919,"Aitkin County, Minnesota",NA,2023,15930,42,15888,0.263653484
Garfield,08045,296.68421833636,272.09248684293266,"Garfield County, Colorado",NA,2023,62034,5291,56743,8.529193668
Anderson,20003,510.428723133941,316.1175090464616,"Anderson County, Kansas",NA,2023,7819,7,7812,0.089525515
King,48269,418.20470674017963,419.61749303205545,"King County, Texas",NA,2023,189,26,163,13.75661376
Custer,40039,443.17417487340686,374.28506720268444,"Custer County, Oklahoma",NA,2023,28332,869,27463,3.067203163
Marion,39101,716.6861162513579,246.82418966870958,"Marion County, Ohio",NA,2023,65145,392,64753,0.601734592
Knox,17095,596.3300964027729,250.93074146238177,"Knox County, Illinois",NA,2023,49294,1158,48136,2.349170284
Barrow,13013,726.5590413813786,398.1933783959204,"Barrow County, Georgia",NA,2023,86982,4141,82841,4.760755099
LaSalle,17099,618.2291396298878,240.06479816542185,"LaSalle County, Illinois",NA,2023,109049,2135,106914,1.957835468
Coffee,01031,690.7394579226715,461.69145208171096,"Coffee County, Alabama",NA,2023,54231,1398,52833,2.577861371
Martin,12085,813.0451508789167,544.0205634589024,"Martin County, Florida",NA,2023,160464,7814,152650,4.869628079
Hamilton,19079,536.2556907574328,220.27658407197657,"Hamilton County, Iowa",NA,2023,14893,746,14147,5.009064661
Hardin,19083,544.0188461061413,220.08277537759426,"Hardin County, Iowa",NA,2023,16729,340,16389,2.032398828
Custer,16037,204.66059426727045,150.0687907069988,"Custer County, Idaho",NA,2023,4411,20,4391,0.453411925
Calhoun,13037,716.9784109972035,455.83919646556825,"Calhoun County, Georgia",NA,2023,5528,114,5414,2.062228654
Ida,19093,506.4046347472364,220.8525260481704,"Ida County, Iowa",NA,2023,6944,72,6872,1.036866359
Rio Grande,08105,313.50862968404493,320.7431835620091,"Rio Grande County, Colorado",NA,2023,11394,477,10917,4.186413902
Marion,19125,547.0411871852684,243.96765926024813,"Marion County, Iowa",NA,2023,33551,291,33260,0.867336294
Morgan,08087,364.1556483853768,263.73924419553896,"Morgan County, Colorado",NA,2023,29186,2478,26708,8.490372096
Poweshiek,19157,556.3384758533639,235.61362884838206,"Poweshiek County, Iowa",NA,2023,18582,457,18125,2.459369282
Tazewell,17179,609.5155610571027,260.16658532046233,"Tazewell County, Illinois",NA,2023,130555,833,129722,0.638045268
Elbert,08039,356.82286230562744,284.14947760641803,"Elbert County, Colorado",NA,2023,27152,328,26824,1.208014143
Polk,19153,538.7700962662877,236.1624892485416,"Polk County, Iowa",NA,2023,497441,26377,471064,5.302538391
Shelby,39149,700.1662956651394,255.08935488718242,"Shelby County, Ohio",NA,2023,48007,266,47741,0.554085862
Madison,19121,531.55707399344,244.4689349991167,"Madison County, Iowa",NA,2023,16760,63,16697,0.375894988
Summit,39153,742.280292177694,230.92259937041334,"Summit County, Ohio",NA,2023,538087,13358,524729,2.482498183
Hardee,12049,783.9702583974345,539.2202012914761,"Hardee County, Florida",NA,2023,25508,1692,23816,6.63321311
Van Wert,39161,691.790286332248,243.93998578778633,"Van Wert County, Ohio",NA,2023,28824,156,28668,0.541215654
Warren,39165,702.9327393494141,275.69921986316615,"Warren County, Ohio",NA,2023,246364,10457,235907,4.24453248
Uvalde,48463,423.61766651134667,516.9381300456803,"Uvalde County, Texas",NA,2023,24810,1503,23307,6.058041112
Madison,13195,735.4239893711447,393.7218097791029,"Madison County, Georgia",NA,2023,30914,832,30082,2.691337258
Guernsey,39059,746.3509962267723,254.72759643620356,"Guernsey County, Ohio",NA,2023,38283,50,38233,0.130606274
Wilson,48493,456.18764438621014,522.1180942555629,"Wilson County, Texas",NA,2023,51501,1462,50039,2.83877983
Delaware,39041,720.3677008733332,254.2122786756488,"Delaware County, Ohio",NA,2023,221160,9357,211803,4.230873576
Geauga,39055,746.9910380601895,222.0108405829965,"Geauga County, Ohio",NA,2023,95479,581,94898,0.608510772
Greer,40055,432.85589845298887,390.10271399020627,"Greer County, Oklahoma",NA,2023,5498,47,5451,0.854856311
Rice,27131,541.9633269563714,175.6373936031631,"Rice County, Minnesota",NA,2023,67389,3954,63435,5.867426435
Cleveland,05025,569.4157017851136,413.29568630820927,"Cleveland County, Arkansas",NA,2023,7491,12,7479,0.160192231
Dooly,13093,730.6165785231933,439.71343086915977,"Dooly County, Georgia",NA,2023,11026,372,10654,3.373843642
Schleicher,48413,409.95117603466286,481.3087271825471,"Schleicher County, Texas",NA,2023,2426,85,2341,3.50370981
Watonwan,27165,520.56369965616,184.20168374520608,"Watonwan County, Minnesota",NA,2023,11169,905,10264,8.102784493
Adams,31001,455.265062022134,262.6843324499423,"Adams County, Nebraska",NA,2023,31034,1196,29838,3.853837726
Alexander,37003,766.7063437498931,347.5707230957464,"Alexander County, North Carolina",NA,2023,36440,312,36128,0.856201976
Cedar,29039,536.119554964259,327.3519682443672,"Cedar County, Missouri",NA,2023,14440,59,14381,0.408587258
Swisher,48437,391.7502154120623,397.31492810417114,"Swisher County, Texas",NA,2023,6981,520,6461,7.448789572
Lewis and Clark,30049,244.82440966874842,91.76333157155551,"Lewis and Clark County, Montana",NA,2023,72580,527,72053,0.726095343
Pettis,29159,545.6639632705276,303.6936019769487,"Pettis County, Missouri",NA,2023,43205,1658,41547,3.837518806
Motley,48345,408.91210381661836,408.7126067040265,"Motley County, Texas",NA,2023,1267,0,1267,0
Ravalli,30081,213.9325078337893,109.42286686773542,"Ravalli County, Montana",NA,2023,45807,395,45412,0.86231362
San Bernardino,06071,128.90059086209985,352.36075842222687,"San Bernardino County, California",NA,2023,2187816,220902,1966914,10.09691857
McDuffie,13189,750.9249380691035,406.4654181624289,"McDuffie County, Georgia",NA,2023,21687,167,21520,0.770046572
Haines,02100,168.8684713241846,549.2019840151321,"Haines Borough, Alaska",NA,2023,2077,74,2003,3.562831006
Marathon,55073,598.0964719415381,160.05577609619584,"Marathon County, Wisconsin",NA,2023,138067,2562,135505,1.855620822
Aleutians East,02013,59.897867777696845,588.6657875545424,"Aleutians East Borough, Alaska",NA,2023,3423,738,2685,21.56003506
Kodiak Island,02150,95.8497177231463,575.7391965752887,"Kodiak Island Borough, Alaska",NA,2023,12878,1258,11620,9.768597608
Lake and Peninsula,02164,93.38487426461123,553.6346310233114,"Lake and Peninsula Borough, Alaska",NA,2023,1007,46,961,4.568023833
Valdez-Cordova,02261,132.72701241847534,539.0140009111237,,,,,,,
Davison,46035,462.9816500282275,190.8913161288451,"Davison County, South Dakota",NA,2023,19936,251,19685,1.259028892
Grant,41023,129.92900974371773,128.18976263282627,"Grant County, Oregon",NA,2023,7238,69,7169,0.953302017
Pickaway,39129,721.5405062251975,267.8712023036163,"Pickaway County, Ohio",NA,2023,59407,100,59307,0.168330331
Portage,39133,747.7978774939703,229.02949617905628,"Portage County, Ohio",NA,2023,161421,2942,158479,1.822563359
Grady,13131,725.9791257862263,469.85729903837785,"Grady County, Georgia",NA,2023,26056,1226,24830,4.70525023
Pocahontas,54075,777.6686784254339,290.9426032344213,"Pocahontas County, West Virginia",NA,2023,7855,10,7845,0.127307447
Otter Tail,27111,502.61218647924227,129.09980296243322,"Otter Tail County, Minnesota",NA,2023,60281,709,59572,1.176158325
Fannin,13111,713.901692352485,378.950508426325,"Fannin County, Georgia",NA,2023,25605,278,25327,1.085725444
Pennington,27113,497.4566140827802,91.73683256517245,"Pennington County, Minnesota",NA,2023,13877,190,13687,1.369172011
Christian,17021,614.063559725199,281.9705399703097,"Christian County, Illinois",NA,2023,33684,138,33546,0.409690061
Wabash,18169,671.3876067080398,246.51116390863348,"Wabash County, Indiana",NA,2023,30901,141,30760,0.456295913
